,age,gender,race,driving_experience,education,income,credit_score,vehicle_ownership,vehicle_year,married,children,annual_mileage,vehicle_type,speeding_violations,DUIs,past_accidents,outcome
8125,40-64,male,majority,20-29y,university,upper class,0.408776432410417,True,after 2015,True,True,10000.0,sedan,1,0,4,False
8126,26-39,male,majority,0-9y,high school,working class,0.3662098408890193,False,before 2015,False,False,10000.0,sedan,0,0,0,True
8127,40-64,male,majority,10-19y,high school,middle class,0.5094372527074583,True,after 2015,True,True,8000.0,sedan,2,0,2,False
8128,26-39,male,majority,0-9y,high school,middle class,0.6133896915585907,False,before 2015,False,False,12000.0,sedan,0,0,0,True
8129,40-64,male,majority,10-19y,university,upper class,0.6749718971794846,True,after 2015,True,True,12000.0,sedan,2,0,0,False
8130,26-39,male,majority,10-19y,university,upper class,0.6126814428612573,False,after 2015,False,False,13000.0,sedan,3,0,1,True
8131,26-39,female,majority,0-9y,none,working class,0.5275057358985888,False,before 2015,False,False,15000.0,sedan,0,0,0,True
8132,26-39,male,majority,10-19y,university,middle class,0.4038738668665778,True,after 2015,False,True,15000.0,sedan,1,0,0,False
8133,40-64,male,majority,10-19y,university,upper class,0.6522632312864586,True,after 2015,False,True,9000.0,sedan,3,1,1,False
8134,65+,male,majority,10-19y,university,upper class,0.632071900431844,True,before 2015,False,True,11000.0,sedan,3,0,2,False
8135,16-25,male,majority,0-9y,none,poverty,0.34833133094379165,False,before 2015,False,True,15000.0,sedan,0,0,0,True
8136,40-64,female,majority,20-29y,university,upper class,0.7088589461787946,True,before 2015,True,True,9000.0,sedan,2,2,1,False
8137,40-64,male,majority,20-29y,university,upper class,0.6107452144722096,False,before 2015,True,True,10000.0,sedan,10,0,2,False
8138,65+,female,majority,30y+,university,upper class,0.4709021936145576,True,after 2015,False,True,10000.0,sedan,2,0,1,False
8139,40-64,male,majority,20-29y,high school,upper class,0.6637272722430558,True,after 2015,False,True,15000.0,sedan,5,0,3,False
8140,65+,male,majority,20-29y,high school,upper class,0.6713585572774622,True,after 2015,True,True,6000.0,sedan,8,1,2,False
8141,16-25,female,majority,0-9y,university,working class,0.5357575590071443,True,before 2015,False,True,11000.0,sedan,0,0,0,True
8142,26-39,male,majority,10-19y,high school,upper class,0.6609333089751197,True,before 2015,True,False,9000.0,sedan,2,0,3,False
8143,26-39,male,majority,10-19y,high school,working class,0.2158830849082594,True,before 2015,True,True,10000.0,sedan,4,0,1,False
8144,40-64,male,majority,20-29y,none,working class,0.5240293740807962,True,before 2015,False,False,14000.0,sedan,4,0,1,False
8145,65+,male,majority,30y+,university,upper class,0.5846714102071112,True,after 2015,True,True,11000.0,sedan,13,1,3,False
8146,40-64,female,majority,20-29y,high school,upper class,0.4736095690653534,True,after 2015,True,True,9000.0,sedan,2,0,2,False
8147,40-64,male,minority,10-19y,university,upper class,0.5064086371116839,False,after 2015,True,True,11000.0,sedan,3,0,2,False
8148,26-39,male,majority,10-19y,university,middle class,0.502144711398539,True,before 2015,False,False,13000.0,sedan,4,0,3,True
8149,16-25,female,majority,0-9y,high school,middle class,0.4095777894765035,True,after 2015,False,False,12000.0,sedan,0,0,0,False
8150,40-64,female,majority,10-19y,high school,working class,0.2778104486315901,False,before 2015,False,True,12000.0,sedan,0,0,2,True
8151,26-39,female,majority,10-19y,high school,working class,0.6616536709828063,True,before 2015,False,True,12000.0,sedan,1,0,0,False
8152,65+,female,majority,30y+,high school,upper class,0.5888889061756829,True,before 2015,True,True,12000.0,sedan,2,0,2,False
8153,26-39,male,minority,10-19y,university,upper class,0.5758378032781618,True,after 2015,False,True,14000.0,sedan,1,0,0,False
8154,26-39,female,majority,0-9y,high school,upper class,0.7519971243463806,True,before 2015,False,True,9000.0,sedan,0,0,0,False
8155,26-39,male,majority,10-19y,high school,middle class,0.5236585383213972,True,after 2015,False,True,13000.0,sedan,1,0,0,False
8156,65+,male,majority,30y+,university,upper class,0.6115255635879427,True,before 2015,True,True,10000.0,sedan,6,1,9,False
8157,40-64,female,majority,0-9y,high school,middle class,0.6487617772165083,True,before 2015,True,True,9000.0,sedan,0,0,0,False
8158,40-64,male,majority,20-29y,high school,upper class,0.7221845906508915,True,after 2015,False,False,15000.0,sedan,2,2,1,False
8159,16-25,female,majority,0-9y,high school,working class,0.2983405315294405,True,before 2015,False,False,15000.0,sedan,0,0,0,True
8160,40-64,female,majority,20-29y,high school,middle class,0.3943131593188522,False,before 2015,True,True,12000.0,sedan,2,1,2,False
8161,40-64,male,majority,20-29y,university,middle class,0.5010180026077341,False,before 2015,True,True,8000.0,sedan,1,0,3,False
8162,65+,female,majority,30y+,high school,middle class,0.6695109646953296,True,before 2015,True,True,12000.0,sedan,3,0,1,False
8163,26-39,female,majority,10-19y,high school,working class,0.5083268520271713,False,before 2015,True,True,9000.0,sedan,2,0,0,False
8164,40-64,male,majority,10-19y,high school,upper class,0.730309867150182,True,after 2015,False,True,11697.003206900365,sedan,0,0,2,False
8165,40-64,female,majority,20-29y,high school,working class,0.4503634589093056,False,before 2015,False,False,7000.0,sedan,2,0,0,False
8166,26-39,female,majority,0-9y,none,middle class,0.4374226306331744,True,after 2015,True,True,12000.0,sedan,0,0,0,False
8167,40-64,female,majority,20-29y,none,middle class,0.5617018828890193,True,before 2015,False,True,13000.0,sedan,0,0,0,False
8168,40-64,male,majority,20-29y,university,upper class,0.4669035543886058,True,after 2015,False,True,11000.0,sedan,5,3,3,False
8169,26-39,male,majority,0-9y,university,working class,0.277330465062199,False,before 2015,False,True,12000.0,sedan,0,0,0,True
8170,65+,female,majority,20-29y,none,upper class,0.6736612645600645,True,before 2015,True,True,10000.0,sedan,1,0,1,False
8171,16-25,female,majority,0-9y,high school,poverty,0.2907696723906524,True,before 2015,False,True,14000.0,sedan,0,0,0,True
8172,65+,male,majority,30y+,high school,upper class,0.7086878384235843,True,before 2015,False,True,12000.0,sedan,1,1,7,False
8173,40-64,male,majority,10-19y,none,upper class,0.5047539827483274,True,before 2015,False,True,10000.0,sedan,0,0,0,False
8174,16-25,female,majority,0-9y,none,poverty,0.34833133094379165,True,before 2015,False,False,11697.003206900365,sedan,0,0,0,True
8175,40-64,male,majority,20-29y,university,upper class,0.6741173026157443,True,after 2015,True,False,13000.0,sedan,1,1,1,False
8176,26-39,female,majority,10-19y,none,poverty,0.3460042308900576,True,before 2015,False,True,13000.0,sedan,0,0,0,False
8177,16-25,female,majority,0-9y,high school,poverty,0.5961511521802579,False,before 2015,False,False,11000.0,sedan,0,0,0,True
8178,16-25,female,majority,0-9y,university,middle class,0.5584297222497407,True,before 2015,True,True,7000.0,sedan,0,0,0,True
8179,40-64,female,majority,20-29y,high school,middle class,0.4795650162746911,True,before 2015,False,False,12000.0,sedan,2,1,1,False
8180,40-64,female,majority,0-9y,university,upper class,0.5677135244725591,True,before 2015,False,True,12000.0,sedan,0,0,0,False
8181,40-64,male,majority,20-29y,high school,upper class,0.613826977680088,True,after 2015,True,True,6000.0,sedan,6,0,5,False
8182,65+,male,majority,30y+,university,upper class,0.7244869628614676,True,after 2015,True,True,12000.0,sedan,6,1,3,False
8183,16-25,female,majority,0-9y,none,working class,0.4612268925007986,True,before 2015,False,False,12000.0,sports car,0,0,0,True
8184,40-64,male,majority,20-29y,none,middle class,0.4596170604546482,True,after 2015,True,True,10000.0,sedan,3,1,3,False
8185,26-39,female,majority,0-9y,university,upper class,0.6082027648430689,False,after 2015,True,True,6000.0,sedan,0,0,0,False
8186,65+,female,majority,0-9y,university,upper class,0.6848940070987218,True,before 2015,False,True,12000.0,sedan,0,0,0,True
8187,16-25,male,minority,0-9y,high school,working class,0.4987146666985322,False,before 2015,True,True,8000.0,sedan,0,0,0,True
8188,40-64,male,majority,20-29y,university,upper class,0.704085650847231,True,after 2015,True,True,7000.0,sedan,12,0,5,False
8189,16-25,female,majority,0-9y,none,poverty,0.3292359274424569,True,before 2015,False,False,13000.0,sedan,0,0,0,True
8190,16-25,female,majority,0-9y,university,working class,0.4319292841168608,True,before 2015,False,True,15000.0,sports car,0,0,0,False
8191,65+,male,majority,30y+,high school,upper class,0.5585866661510136,True,before 2015,True,True,11697.003206900365,sedan,17,0,3,False
8192,40-64,male,majority,20-29y,high school,upper class,0.6305716881715939,True,after 2015,True,True,10000.0,sports car,4,1,4,True
8193,65+,male,minority,20-29y,high school,upper class,0.5501302706237786,True,after 2015,True,True,7000.0,sports car,2,0,1,False
8194,16-25,male,majority,0-9y,none,poverty,0.0972109997290097,False,before 2015,False,False,17000.0,sedan,0,0,0,True
8195,26-39,female,majority,0-9y,high school,middle class,0.5116467664654503,False,after 2015,False,False,16000.0,sedan,0,0,0,True
8196,16-25,male,majority,0-9y,high school,poverty,0.3322031062528092,True,before 2015,False,True,15000.0,sports car,0,0,0,True
8197,26-39,female,majority,0-9y,none,working class,0.4638268843521842,False,before 2015,False,False,18000.0,sedan,0,0,0,True
8198,40-64,male,majority,10-19y,university,middle class,0.4107534729412132,True,after 2015,False,False,11000.0,sedan,1,0,1,False
8199,65+,female,majority,30y+,high school,upper class,0.4982595740675399,True,before 2015,True,False,11000.0,sedan,1,0,5,False
8200,26-39,male,majority,10-19y,none,poverty,0.3635155818200086,False,before 2015,False,True,15000.0,sedan,0,0,2,True
8201,40-64,male,majority,20-29y,high school,working class,0.481567980309193,True,before 2015,False,True,12000.0,sedan,3,1,3,False
8202,40-64,male,majority,10-19y,university,upper class,0.6329125316171743,True,before 2015,True,True,12000.0,sedan,1,0,0,False
8203,16-25,female,majority,0-9y,high school,poverty,0.3863765509928501,True,before 2015,False,False,12000.0,sedan,0,0,0,True
8204,40-64,male,majority,0-9y,high school,middle class,0.6127350251833245,True,before 2015,True,True,13000.0,sedan,0,0,0,True
8205,40-64,female,majority,0-9y,high school,working class,0.4319292841168608,False,before 2015,False,True,10000.0,sedan,0,0,0,True
8206,26-39,female,minority,10-19y,none,middle class,0.4948332302558839,False,after 2015,True,True,8000.0,sedan,2,0,3,False
8207,40-64,female,majority,20-29y,university,middle class,0.5236585383213972,True,before 2015,False,True,14000.0,sedan,0,0,3,False
8208,26-39,male,majority,10-19y,university,upper class,0.5681315286992283,False,after 2015,True,False,17000.0,sedan,0,0,0,True
8209,40-64,female,majority,20-29y,high school,upper class,0.7453860538131073,True,before 2015,True,True,13000.0,sedan,3,1,0,False
8210,40-64,female,majority,10-19y,high school,upper class,0.6027617226896056,True,before 2015,False,False,14000.0,sedan,0,0,1,False
8211,16-25,male,minority,0-9y,none,working class,0.3925521411624277,False,before 2015,False,False,15000.0,sedan,0,0,0,True
8212,16-25,male,majority,0-9y,university,middle class,0.4965338738721264,True,before 2015,True,True,6000.0,sedan,0,0,0,False
8213,26-39,female,majority,10-19y,none,working class,0.4319292841168608,False,before 2015,False,True,13000.0,sedan,0,0,3,True
8214,40-64,female,majority,20-29y,high school,upper class,0.7765591455706297,True,before 2015,False,True,13000.0,sedan,3,0,0,False
8215,40-64,female,majority,20-29y,high school,upper class,0.6182580991974427,True,before 2015,True,True,15000.0,sedan,2,0,1,False
8216,16-25,male,majority,0-9y,high school,poverty,0.2343895342350447,True,before 2015,False,False,12000.0,sedan,0,0,0,True
8217,26-39,male,majority,0-9y,high school,poverty,0.3505304279819008,False,before 2015,True,True,8000.0,sedan,0,0,0,True
8218,65+,female,minority,30y+,none,middle class,0.4874645595687514,True,before 2015,True,True,5000.0,sedan,3,0,0,False
8219,40-64,male,majority,20-29y,university,upper class,0.6695729313068942,True,after 2015,False,True,11000.0,sedan,3,0,1,True
8220,40-64,female,majority,20-29y,high school,middle class,0.6001996811721423,True,before 2015,False,True,11697.003206900365,sedan,1,0,0,False
8221,16-25,female,majority,0-9y,high school,working class,0.4256430305423096,False,before 2015,False,True,15000.0,sedan,0,0,0,True
8222,26-39,male,majority,10-19y,university,middle class,0.4772592012898568,False,before 2015,False,True,13000.0,sedan,2,0,4,True
8223,16-25,female,majority,0-9y,none,working class,0.4358748607590172,False,after 2015,True,True,12000.0,sedan,0,0,0,True
8224,26-39,male,majority,10-19y,none,poverty,0.3930116698115786,False,before 2015,False,True,11000.0,sedan,2,1,4,False
8225,65+,male,minority,20-29y,university,upper class,0.4143016805242815,True,before 2015,True,True,11697.003206900365,sedan,1,0,1,False
8226,16-25,male,minority,0-9y,university,middle class,0.4699857525886301,True,before 2015,False,True,11000.0,sedan,0,0,0,True
8227,26-39,male,majority,10-19y,university,middle class,0.328671664213881,True,after 2015,False,True,11697.003206900365,sedan,3,0,1,False
8228,65+,male,majority,0-9y,university,upper class,0.613826977680088,True,before 2015,True,True,11000.0,sedan,0,0,0,True
8229,16-25,female,majority,0-9y,none,poverty,0.34833133094379165,False,before 2015,False,False,13000.0,sedan,0,0,0,True
8230,65+,female,majority,30y+,high school,upper class,0.6381004203412624,False,before 2015,True,True,11697.003206900365,sedan,2,1,4,False
8231,40-64,female,majority,20-29y,high school,upper class,0.6357600253126064,True,before 2015,False,True,11000.0,sedan,1,0,3,False
8232,16-25,male,majority,0-9y,university,poverty,0.3045477014251953,True,before 2015,False,True,15000.0,sedan,0,0,0,True
8233,40-64,male,minority,10-19y,none,poverty,0.34833133094379165,False,before 2015,False,True,9000.0,sedan,0,0,0,True
8234,16-25,female,majority,0-9y,none,poverty,0.34833133094379165,False,before 2015,False,False,14000.0,sedan,0,0,0,True
8235,65+,female,majority,30y+,high school,upper class,0.6641451987815057,False,before 2015,True,True,9000.0,sedan,3,0,0,False
8236,26-39,female,majority,0-9y,university,upper class,0.5579951427753703,True,after 2015,True,False,12000.0,sedan,0,0,0,False
8237,16-25,male,majority,0-9y,university,working class,0.3699006108349729,True,before 2015,True,False,13000.0,sedan,0,0,0,False
8238,65+,male,majority,30y+,high school,upper class,0.6065484983345751,True,before 2015,True,True,13000.0,sedan,4,0,0,False
8239,26-39,female,majority,10-19y,high school,working class,0.6469238969549422,False,before 2015,False,True,12000.0,sedan,0,0,1,False
8240,16-25,male,majority,0-9y,high school,working class,0.3977001998989168,True,after 2015,False,True,13000.0,sedan,0,0,0,True
8241,40-64,male,minority,10-19y,high school,upper class,0.7928853742076165,True,before 2015,False,True,11697.003206900365,sedan,1,0,1,False
8242,65+,male,majority,30y+,university,upper class,0.7042280046651094,True,after 2015,False,False,14000.0,sedan,5,0,2,False
8243,65+,female,majority,30y+,university,upper class,0.6567180218384583,True,after 2015,True,True,11000.0,sedan,0,0,2,False
8244,65+,male,majority,10-19y,university,upper class,0.613826977680088,True,after 2015,False,True,11000.0,sedan,1,1,2,False
8245,26-39,male,majority,10-19y,university,middle class,0.5236585383213972,True,before 2015,True,False,9000.0,sports car,2,1,0,False
